"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-30 0.936681555066331 4 86 "GO:0046328" "regulation of JNK cascade" 0.982386952235959
329 0.566462433000511 8 36 "GO:0046329;GO:0032873;GO:0070303" "negative regulation of stress-activated MAPK cascade" 0.819761398936883
48 0.922995078393688 2 49 "GO:0046330" "positive regulation of JNK cascade" 0.977949959942272
-27 0.979367903797138 4 11 "GO:0046331;GO:0045168" "cell-cell signaling involved in cell fate commitment" 0.994713394528818
-1118 0.193150897812021 3 16 "GO:0046337" "phosphatidylethanolamine metabolic process" 0.505896891442239
-816 0.374422866722823 3 14 "GO:0046339" "diacylglycerol metabolic process" 0.692696963690422
-1289 0.0721415035150449 3 23 "GO:0046348" "amino sugar catabolic process" 0.301115159399281
161 0.882597527788904 2 10 "GO:0046349" "amino sugar biosynthetic process" 0.963482752950878
347 0.534517363247858 2 38 "GO:0046364" "monosaccharide biosynthetic process" 0.797593855266525
275 0.21973584973699 2 239 "GO:0046394;GO:0016053" "organic acid biosynthetic process" 0.53942090556857
792 0.00132998280562768 2 197 "GO:0046395;GO:0016054" "organic acid catabolic process" 0.0269058166116113
1105 0.334803704084736 4 9 "GO:0046415" "urate metabolic process" 0.654992254520518
1953 0.163783378019792 2 6 "GO:0046416" "D-amino acid metabolic process" 0.46731670358908
13 0.979148921183097 2 50 "GO:0046425;GO:1904892" "regulation of receptor signaling pathway via STAT" 0.994713394528818
501 0.39536748558515 2 34 "GO:0046426;GO:1904893" "negative regulation of receptor signaling pathway via STAT" 0.70611704924513
161 0.679822630730977 2 78 "GO:0046434" "organophosphate catabolic process" 0.881493394677241
228 0.74040668440307 5 25 "GO:0046456" "icosanoid biosynthetic process" 0.905010714426171
830 0.445203229133315 6 10 "GO:0046459" "short-chain fatty acid metabolic process" 0.740726228149327
-148 0.863394719186847 3 16 "GO:0046461;GO:0046464" "neutral lipid catabolic process" 0.957707351012557
-718 0.0905273225571423 2 66 "GO:0046467" "membrane lipid biosynthetic process" 0.344674938825542
-1316 0.0795375420990133 2 21 "GO:0046470" "phosphatidylcholine metabolic process" 0.320661165885527
-514 0.0713010334402608 2 147 "GO:0046474;GO:0008654;GO:0045017" "phospholipid biosynthetic process" 0.298932904175006
-956 0.356386639972338 2 11 "GO:0046475" "glycerophospholipid catabolic process" 0.676547558806467
-3101 0.00276862113221924 2 11 "GO:0046477" "glycosylceramide catabolic process" 0.0438984390930735
-2104 0.0094157695245522 3 18 "GO:0046479;GO:0046514;GO:0019377;GO:0030149;GO:0046466" "sphingolipid catabolic process" 0.100153981799622
229 0.803360542184636 2 14 "GO:0046487" "glyoxylate metabolic process" 0.930247323103545
-466 0.174558697687391 3 101 "GO:0046488" "phosphatidylinositol metabolic process" 0.481488526896043
483 0.586303677976732 6 15 "GO:0046496;GO:0019362" "pyridine nucleotide metabolic process" 0.833168384493251
1843 0.0899191806737457 3 10 "GO:0046500" "S-adenosylmethionine metabolic process" 0.343466555120007
-664 0.324890744770853 4 26 "GO:0046503" "glycerolipid catabolic process" 0.646633853851003
-1142 0.379451853624481 3 7 "GO:0046511;GO:0006667;GO:0006686" "sphingomyelin biosynthetic process" 0.697146983892578
-1457 0.0307895612162503 2 26 "GO:0046513" "ceramide biosynthetic process" 0.190419733961757
-1567 0.171274883725306 2 9 "GO:0046519" "sphingoid metabolic process" 0.477458625127293
-2881 0.0265370219325218 4 7 "GO:0046520;GO:0046512;GO:0006670" "sphingosine metabolic process" 0.177854508696689
761 0.442972201489343 4 12 "GO:0046532" "regulation of photoreceptor cell differentiation" 0.738797788368434
-1039 2.02198405666331e-05 2 202 "GO:0046578;GO:0051056" "regulation of small GTPase mediated signal transduction" 0.00127384995569789
-515 0.412432851510504 2 30 "GO:0046579;GO:0051057" "positive regulation of small GTPase mediated signal transduction" 0.716986848195576
-685 0.245274086499942 4 34 "GO:0046580;GO:0051058" "negative regulation of small GTPase mediated signal transduction" 0.566766954293793
-61 0.95089071704431 2 12 "GO:0046596;GO:0046597;GO:1903901" "regulation of viral entry into host cell" 0.986296805037207
895 0.313509436685451 3 15 "GO:0046599" "regulation of centriole replication" 0.638230111304936
-29 0.977756970971668 2 11 "GO:0046602" "regulation of mitotic centrosome separation" 0.994168643822064
-1601 0.297322240608558 6 5 "GO:0046618;GO:0015911;GO:1905701;GO:1905699" "long-chain fatty acid import across plasma membrane" 0.62078991907885
130 0.776031132951746 2 57 "GO:0046620" "regulation of organ growth" 0.917679597455381
901 0.209049384240283 2 23 "GO:0046621" "negative regulation of organ growth" 0.527363823071573
-478 0.453824600242361 3 29 "GO:0046626;GO:1900076" "regulation of insulin receptor signaling pathway" 0.74481460095351
-418 0.626648267494124 2 16 "GO:0046627;GO:1900077" "negative regulation of insulin receptor signaling pathway" 0.855288687776521
-587 0.675665178948373 2 6 "GO:0046628;GO:1900078" "positive regulation of insulin receptor signaling pathway" 0.879615094105242
1102 0.247489232242078 2 13 "GO:0046631;GO:0046632" "alpha-beta T cell activation" 0.568767812424036
-287 0.589498250456938 2 42 "GO:0046634" "regulation of alpha-beta T cell activation" 0.835196171936741
-700 0.350570809441492 4 21 "GO:0046636" "negative regulation of alpha-beta T cell activation" 0.671227199235767
183 0.782130250475752 6 27 "GO:0046637" "regulation of alpha-beta T cell differentiation" 0.922225720370155
305 0.677859761541265 2 22 "GO:0046638;GO:0046635" "positive regulation of alpha-beta T cell activation" 0.880155914614586
-1902 0.117553286285452 3 8 "GO:0046640" "regulation of alpha-beta T cell proliferation" 0.397421938028209
301 0.339132536921428 2 120 "GO:0046649" "lymphocyte activation" 0.659285058816622
529 0.37026827146943 3 34 "GO:0046651;GO:0032943;GO:0070661" "lymphocyte proliferation" 0.689057732450987
204 0.771535104096097 2 24 "GO:0046653" "tetrahydrofolate metabolic process" 0.915880177492017
2378 0.121726901324553 2 5 "GO:0046654" "tetrahydrofolate biosynthetic process" 0.403337734052253
994 0.413265182379731 4 8 "GO:0046655" "folic acid metabolic process" 0.716986848195576
949 0.49859367585379 2 6 "GO:0046666" "retinal cell programmed cell death" 0.776097785698579
31 0.971890703166205 7 15 "GO:0046676" "negative regulation of insulin secretion" 0.993334106091352
-690 0.272089460711788 2 30 "GO:0046677" "response to antibiotic" 0.594370181166527
-28 0.955393902367712 3 48 "GO:0046683" "response to organophosphorus" 0.98801404873877
26 0.969151119797476 2 27 "GO:0046685" "response to arsenic-containing substance" 0.992957162788003
641 0.284085267222458 2 33 "GO:0046686" "response to cadmium ion" 0.607265373828283
1237 0.377710480893064 2 6 "GO:0046689" "response to mercury ion" 0.695511310296075
-393 0.73158899153894 3 9 "GO:0046716" "muscle cell cellular homeostasis" 0.902294583808019
-158 0.792124298286414 5 33 "GO:0046717" "acid secretion" 0.926109463545803
-454 0.398733753485 6 41 "GO:0046718;GO:0044409;GO:0052126" "movement in host environment" 0.709610917219068
1780 0.170444325239873 4 7 "GO:0046755" "viral budding" 0.476538128259408
-82 0.769444080055999 2 153 "GO:0046777" "protein autophosphorylation" 0.915774125507455
-134 0.892221151498081 3 12 "GO:0046782;GO:0050434" "regulation of viral transcription" 0.967862234035572
-262 0.864806517707761 4 5 "GO:0046784;GO:0044417" "translocation of molecules into host" 0.957707351012557
926 0.445846643990833 2 8 "GO:0046785" "microtubule polymerization" 0.740726228149327
683 0.118656457340907 4 62 "GO:0046822" "regulation of nucleocytoplasmic transport" 0.399661400758563
1051 0.270417578042891 2 13 "GO:0046823" "negative regulation of nucleocytoplasmic transport" 0.593003723446164
607 0.296501771523111 2 35 "GO:0046824" "positive regulation of nucleocytoplasmic transport" 0.619651465135557
1398 0.0624903085334839 2 21 "GO:0046825" "regulation of protein export from nucleus" 0.279821162312804
1658 0.082062168696144 2 13 "GO:0046827" "positive regulation of protein export from nucleus" 0.328040395168596
1596 0.0632302341235827 3 16 "GO:0046831;GO:0032239" "regulation of nucleobase-containing compound transport" 0.282117900126467
2382 0.06663291590685 3 7 "GO:0046832;GO:0032240;GO:0031990" "negative regulation of RNA export from nucleus" 0.288579768707485
1387 0.322666771474432 4 6 "GO:0046833;GO:0032241" "positive regulation of nucleobase-containing compound transport" 0.64464738607247
-887 0.391916031633106 3 11 "GO:0046835" "carbohydrate phosphorylation" 0.705809868055044
-349 0.618970645597571 2 24 "GO:0046839;GO:0046856" "phospholipid dephosphorylation" 0.851333400591288
519 0.711291731950777 3 6 "GO:0046843" "dorsal appendage formation" 0.894044204225457
-778 0.3806006815838 3 15 "GO:0046847" "filopodium assembly" 0.698112663231155
-531 0.422791403740097 3 27 "GO:0046849;GO:0060444" "bone remodeling" 0.72518105329917
-1108 0.0369372626199316 3 42 "GO:0046850;GO:0034103" "regulation of tissue remodeling" 0.207278581804248
-954 0.105807615314262 2 34 "GO:0046854;GO:0046834" "lipid phosphorylation" 0.376659487349074
957 0.378543331324755 5 10 "GO:0046855;GO:0046838;GO:0071545" "inositol phosphate catabolic process" 0.696230922736266
-848 0.176783743702513 3 30 "GO:0046879;GO:0009914" "hormone transport" 0.485013561347547
-1086 0.000223501775302014 2 138 "GO:0046883" "regulation of hormone secretion" 0.00806141899467188
-626 0.142734208591815 2 65 "GO:0046887" "positive regulation of hormone secretion" 0.439307703950629
-1383 0.0190841242849023 5 34 "GO:0046888" "negative regulation of hormone secretion" 0.148474251049453
-941 0.110895981333472 2 34 "GO:0046889" "positive regulation of lipid biosynthetic process" 0.38643735893459
-614 0.133207773466967 2 71 "GO:0046890" "regulation of lipid biosynthetic process" 0.423814300967044
663 0.388170500398073 3 20 "GO:0046902;GO:0090559" "regulation of membrane permeability" 0.703687866220517
602 2.03077143438536e-07 2 956 "GO:0046907" "intracellular transport" 2.82217500807965e-05
12 0.978985314855987 8 57 "GO:0046916" "cellular transition metal ion homeostasis" 0.994713394528818
-761 0.0590212178316413 3 73 "GO:0046928;GO:0051588" "regulation of neurotransmitter transport" 0.272872068742177
1749 0.0666168013221335 2 13 "GO:0046931" "pore complex assembly" 0.288579768707485
1771 0.00130847718022917 2 39 "GO:0046939;GO:0006165" "nucleotide phosphorylation" 0.0266489425714777
3224 0.0358942135252354 4 5 "GO:0046940" "nucleoside monophosphate phosphorylation" 0.203601631340621
-1341 6.998101237382e-06 2 134 "GO:0046942" "carboxylic acid transport" 0.000542066038469343
-1396 0.198992297423038 2 10 "GO:0046958" "nonassociative learning" 0.513230679761929
-2016 0.120650024650949 4 7 "GO:0046959" "habituation" 0.402024941097133
-1197 0.0367678416845651 2 36 "GO:0047496;GO:0099518" "vesicle cytoskeletal trafficking" 0.206598290997698
-567 0.620578109449519 3 9 "GO:0047497;GO:0034643;GO:0051654" "establishment of mitochondrion localization" 0.852392897427028
256 0.765890663865 7 16 "GO:0048008" "platelet-derived growth factor receptor signaling pathway" 0.913971738431203
-1043 0.314181706935787 5 11 "GO:0048009" "insulin-like growth factor receptor signaling pathway" 0.638263553641407
97 0.902198862513431 6 19 "GO:0048010" "vascular endothelial growth factor receptor signaling pathway" 0.972911218296234
237 0.674754259366872 7 37 "GO:0048013" "ephrin receptor signaling pathway" 0.879615094105242
-1296 0.0135055811262865 2 43 "GO:0048015;GO:0048017" "inositol lipid-mediated signaling" 0.125617855948236
67 0.88808341628483 2 53 "GO:0048024" "regulation of mRNA splicing, via spliceosome" 0.966153179870629
-1094 0.251207464445821 2 13 "GO:0048025;GO:0033119" "negative regulation of RNA splicing" 0.574518523478463
881 0.468272661043436 2 8 "GO:0048026" "positive regulation of mRNA splicing, via spliceosome" 0.757995314638655
1770 0.10332108077534 5 10 "GO:0048041" "focal adhesion assembly" 0.370684970891026
-1021 0.0637492782136271 2 39 "GO:0048048" "embryonic eye morphogenesis" 0.282218667634944
-1035 0.46070420132308 2 6 "GO:0048050" "post-embryonic eye morphogenesis" 0.753227457180468
1400 0.158324607406427 2 12 "GO:0048066" "developmental pigmentation" 0.460359243074072
860 0.575924412282614 3 5 "GO:0048069" "eye pigmentation" 0.827125485725031
1258 0.300624513121965 3 8 "GO:0048070" "regulation of developmental pigmentation" 0.623994088674253
-1544 0.234631179904742 2 7 "GO:0048103" "somatic stem cell division" 0.555359797895438
-4779 0.000656384938583414 2 6 "GO:0048105;GO:0048104" "establishment of body hair planar orientation" 0.0181922172920212
-1672 0.198087424409724 3 7 "GO:0048143" "astrocyte activation" 0.512575619022971
-213 0.662105272076705 3 50 "GO:0048145" "regulation of fibroblast proliferation" 0.87143381909817
-263 0.686102415371318 6 28 "GO:0048146" "positive regulation of fibroblast proliferation" 0.884563076036656
-286 0.703521227388194 3 21 "GO:0048147" "negative regulation of fibroblast proliferation" 0.890946516483188
-1383 0.181991188341226 3 11 "GO:0048148" "behavioral response to cocaine" 0.490242997781745
-1791 0.167986643610125 3 7 "GO:0048149" "behavioral response to ethanol" 0.472462435153477
-431 0.228109730042361 4 93 "GO:0048167" "regulation of synaptic plasticity" 0.550553009665597
-96 0.898130895432243 2 21 "GO:0048168" "regulation of neuronal synaptic plasticity" 0.971060922331739
-2107 0.0828488342207812 3 8 "GO:0048169" "regulation of long-term neuronal synaptic plasticity" 0.328965166393985
1218 0.21953269891492 3 12 "GO:0048172" "regulation of short-term neuronal synaptic plasticity" 0.539413417770669
631 0.00241225344817783 4 279 "GO:0048193" "Golgi vesicle transport" 0.0402752563344178
4140 0.00143411875864619 6 7 "GO:0048194" "Golgi vesicle budding" 0.0280268769312583
1830 0.0172905160941427 2 20 "GO:0048208;GO:0006901" "vesicle coating" 0.14114250012035
438 0.754685840188525 2 6 "GO:0048240" "sperm capacitation" 0.908724252896123
-656 0.491045577737883 2 13 "GO:0048251;GO:0085029" "extracellular matrix assembly" 0.772510004077342
415 0.663574257894875 2 13 "GO:0048255" "mRNA stabilization" 0.872395205496184
253 0.62248382537881 2 45 "GO:0048259" "regulation of receptor-mediated endocytosis" 0.853013897120517
-375 0.550853638697072 3 30 "GO:0048260" "positive regulation of receptor-mediated endocytosis" 0.81048045673883
1414 0.244466006768861 3 8 "GO:0048261" "negative regulation of receptor-mediated endocytosis" 0.56539494957556
167 0.890553177743448 2 8 "GO:0048264" "determination of ventral identity" 0.967246118873629
-968 0.117047606553202 2 31 "GO:0048265" "response to pain" 0.396856474658776
656 0.52643972987022 2 11 "GO:0048266" "behavioral response to pain" 0.791814104497985
2758 0.033693788241338 2 7 "GO:0048268" "clathrin coat assembly" 0.197717974780785
726 0.12824408186064 2 52 "GO:0048278" "vesicle docking" 0.414752420801864
398 0.235272767391939 5 106 "GO:0048284;GO:0061025" "organelle fusion" 0.555468922812985
166 0.709576515850645 3 60 "GO:0048285" "organelle fission" 0.893828055823593
-1380 0.11986095221934 3 15 "GO:0048286" "lung alveolus development" 0.401508052931501
963 0.492353167697992 2 6 "GO:0048296" "regulation of isotype switching to IgA isotypes" 0.772813621780659
-1720 0.133151260343666 5 9 "GO:0048304;GO:0048302" "regulation of isotype switching to IgG isotypes" 0.423814300967044
-2033 0.0179896701340979 3 16 "GO:0048311" "mitochondrion distribution" 0.145053227617086
-2741 0.0167319510076117 5 9 "GO:0048312" "intracellular distribution of mitochondria" 0.139926492939762
-689 0.653768604455119 4 5 "GO:0048333" "mesodermal cell differentiation" 0.86828314765995
-301 0.816742068939397 5 7 "GO:0048339" "paraxial mesoderm development" 0.937814404796756
1112 0.391929351589957 3 7 "GO:0048385" "regulation of retinoic acid receptor signaling pathway" 0.705809868055044
976 0.525510793750754 6 5 "GO:0048387" "negative regulation of retinoic acid receptor signaling pathway" 0.791532834068318
-257 0.129730946169273 2 425 "GO:0048468" "cell development" 0.418130095941211
-388 0.367199472519923 2 64 "GO:0048469" "cell maturation" 0.687696882974693
-60 0.917005500959104 2 36 "GO:0048477" "oogenesis" 0.975867340547695
-136 0.911012399463798 3 8 "GO:0048478" "replication fork protection" 0.974096761137462
-678 0.334352784082695 3 24 "GO:0048484" "enteric nervous system development" 0.654567705821954
-2235 0.111159339405336 3 6 "GO:0048485" "sympathetic nervous system development" 0.387050758062058
543 0.449208009180212 4 23 "GO:0048488;GO:0140238" "synaptic vesicle endocytosis" 0.742914890926322
-690 0.271857217327644 2 30 "GO:0048489;GO:0097479" "synaptic vesicle localization" 0.594297286127264
448 0.651593749825312 5 12 "GO:0048490;GO:0099517;GO:0099514" "anterograde synaptic vesicle transport" 0.867780930747599
179 0.862897241633734 6 11 "GO:0048496" "maintenance of animal organ identity" 0.957707351012557
19 0.951552767175818 1 128 "GO:0048511" "rhythmic process" 0.986633053523314
504 0.583091237358376 3 14 "GO:0048512;GO:0007622" "circadian behavior" 0.832118275667079
-219 0.0712199329451562 2 860 "GO:0048513" "animal organ development" 0.298858066754763
-341 0.483941887917208 2 50 "GO:0048514" "blood vessel morphogenesis" 0.768872031072229
-1630 0.0505567515972457 2 17 "GO:0048520" "positive regulation of behavior" 0.248859315376066
1748 0.178440226084202 2 7 "GO:0048521" "negative regulation of behavior" 0.486234180073734
799 0.147163612689246 4 39 "GO:0048524" "positive regulation of viral process" 0.444311865787021
275 0.677588911009319 3 27 "GO:0048525" "negative regulation of viral process" 0.880046070511004
169 0.633809541410427 4 94 "GO:0048534" "hematopoietic or lymphoid organ development" 0.858832831420782
-160 0.877207885047075 2 11 "GO:0048535" "lymph node development" 0.959584727642663
-59 0.927564379513961 5 28 "GO:0048536" "spleen development" 0.979069786638963
85 0.91859504193707 2 17 "GO:0048538" "thymus development" 0.976339330426388
-241 0.499705414202464 2 93 "GO:0048545" "response to steroid hormone" 0.776097785698579
598 0.622655011887548 3 8 "GO:0048546" "digestive tract morphogenesis" 0.853013897120517
-457 0.744680082578478 4 6 "GO:0048549;GO:0048548" "regulation of pinocytosis" 0.905239992563132
-1680 0.195757481040868 2 7 "GO:0048557" "embryonic digestive tract morphogenesis" 0.50933595700336
-860 0.0167991525621771 2 92 "GO:0048562" "embryonic organ morphogenesis" 0.139992938018143
-1053 0.19358147152638 2 18 "GO:0048563" "post-embryonic animal organ morphogenesis" 0.506439714671866
-908 0.0800945712784843 2 44 "GO:0048565" "digestive tract development" 0.322082424928373
-1629 0.289188975905666 2 5 "GO:0048566" "embryonic digestive tract development" 0.612743457916714
-723 0.0574755485999857 3 82 "GO:0048568" "embryonic organ development" 0.267887219024648
-526 0.595707077504997 2 12 "GO:0048569" "post-embryonic animal organ development" 0.83967546566918
-1113 0.00815653273336222 2 67 "GO:0048588;GO:0016049" "cell growth" 0.0928665473858711
-468 0.0360764680059191 2 242 "GO:0048589;GO:0040007" "growth" 0.204131850904851
-349 0.380941069300624 3 75 "GO:0048592;GO:0090596" "sensory organ morphogenesis" 0.698194938884968
-28 0.975561732802002 2 14 "GO:0048593" "camera-type eye morphogenesis" 0.993816091994518
-1156 0.0928771232597731 3 25 "GO:0048596" "embryonic camera-type eye morphogenesis" 0.348842931162502
-685 0.000327188459273068 2 334 "GO:0048598" "embryonic morphogenesis" 0.0109642941139379
825 0.497293055433439 2 8 "GO:0048599" "oocyte development" 0.776097785698579
22 0.945218700958667 2 117 "GO:0048608" "reproductive structure development" 0.984700902066181
-339 0.127540250064249 2 243 "GO:0048638" "regulation of developmental growth" 0.413892638429654
-294 0.350507897126563 3 120 "GO:0048639" "positive regulation of developmental growth" 0.671227199235767
-601 0.108172776314597 2 85 "GO:0048640" "negative regulation of developmental growth" 0.382000275101996
-672 0.498480551552246 2 12 "GO:0048641" "regulation of skeletal muscle tissue development" 0.776097785698579
-1239 0.420254942723967 3 5 "GO:0048642" "negative regulation of skeletal muscle tissue development" 0.722959261207858
-672 0.631760512827767 3 6 "GO:0048643;GO:0045844;GO:0048636;GO:1901863" "positive regulation of striated muscle tissue development" 0.858153551754104
1443 0.234837857395785 3 8 "GO:0048645" "animal organ formation" 0.555359797895438
-202 0.161609058843214 2 596 "GO:0048646" "anatomical structure formation involved in morphogenesis" 0.465475752900344
-334 0.398621326251704 2 76 "GO:0048660" "regulation of smooth muscle cell proliferation" 0.709610917219068
-1068 0.0299279035945154 3 49 "GO:0048661" "positive regulation of smooth muscle cell proliferation" 0.187545549713641
900 0.209556385869776 6 23 "GO:0048662" "negative regulation of smooth muscle cell proliferation" 0.528082092391836
-157 0.802556775530748 2 30 "GO:0048663" "neuron fate commitment" 0.930247323103545
460 0.672261268676229 3 10 "GO:0048665" "neuron fate specification" 0.877468092401984
-645 0.0640728594832198 3 98 "GO:0048666" "neuron development" 0.282218667634944
-260 0.76189145652717 2 16 "GO:0048667" "cell morphogenesis involved in neuron differentiation" 0.912994453992107
-2034 0.185508746009104 3 5 "GO:0048668" "collateral sprouting" 0.49533429008976
56 0.961326777757185 4 9 "GO:0048671;GO:0048670" "regulation of collateral sprouting" 0.989499423737388
-1199 0.0523042128492371 4 31 "GO:0048675" "axon extension" 0.25347426226938
505 0.481586426682873 2 23 "GO:0048678" "response to axon injury" 0.767459599339252
-88 0.908582811342279 2 20 "GO:0048681;GO:0048679;GO:0070571;GO:0070570" "regulation of neuron projection regeneration" 0.973709094803877
-574 0.616472717150342 4 9 "GO:0048692;GO:0048688;GO:0048690;GO:0048686;GO:0051971" "positive regulation of transmission of nerve impulse" 0.850710744315235
-55 0.95787497366451 2 11 "GO:0048699" "generation of neurons" 0.988200709730308
-183 0.786084923832521 3 26 "GO:0048701" "embryonic cranial skeleton morphogenesis" 0.922420714645983
-1577 0.194340389456659 2 8 "GO:0048703" "embryonic viscerocranium morphogenesis" 0.507044914512818
-409 0.436216701754013 2 43 "GO:0048704" "embryonic skeletal system morphogenesis" 0.734279984249274
-650 0.111724513551968 2 71 "GO:0048705" "skeletal system morphogenesis" 0.387394425435891
329 0.684339343765019 2 18 "GO:0048706" "embryonic skeletal system development" 0.884563076036656
236 0.84591396913553 4 8 "GO:0048708" "astrocyte differentiation" 0.951426685114349
-26 0.977113914287488 2 14 "GO:0048709" "oligodendrocyte differentiation" 0.994156598839014
511 0.564706618764018 2 15 "GO:0048710" "regulation of astrocyte differentiation" 0.819028933763086
-1318 0.310184812835888 7 7 "GO:0048711" "positive regulation of astrocyte differentiation" 0.634702463913395
1980 0.127320117108862 2 7 "GO:0048712" "negative regulation of astrocyte differentiation" 0.41374659789503
-742 0.334203856783607 6 20 "GO:0048713" "regulation of oligodendrocyte differentiation" 0.654567705821954
-512 0.654749810605799 3 9 "GO:0048714" "positive regulation of oligodendrocyte differentiation" 0.86828314765995
-1337 0.242983079873976 2 9 "GO:0048715" "negative regulation of oligodendrocyte differentiation" 0.563830465295776
-639 0.001441382242179 2 301 "GO:0048729" "tissue morphogenesis" 0.0280268769312583
-452 0.00672354806968851 2 440 "GO:0048731" "system development" 0.0823826234336628
6 0.983906715176385 3 135 "GO:0048732" "gland development" 0.995326178854084
667 0.265206404023085 2 33 "GO:0048736;GO:0060173" "appendage development" 0.588586312357481
542 0.439936281292956 3 24 "GO:0048738" "cardiac muscle tissue development" 0.736865979833115
-1035 0.178000588189094 2 20 "GO:0048739;GO:0055003" "cardiac myofibril assembly" 0.486234180073734
1481 0.173002929484872 3 10 "GO:0048741;GO:0014904" "myotube cell development" 0.479999319915455
-585 0.590652106082252 2 10 "GO:0048745" "smooth muscle tissue development" 0.835299318353225
-1060 0.0249356136544217 2 53 "GO:0048747;GO:0055002" "striated muscle cell development" 0.171597680142655
788 0.374866262685579 3 15 "GO:0048749" "compound eye development" 0.692974605316651
-1006 0.00256458935669127 2 107 "GO:0048754;GO:0061138;GO:0001763" "morphogenesis of a branching structure" 0.0417560962609644
-242 0.559692637293931 3 69 "GO:0048762;GO:0001837" "mesenchymal cell differentiation" 0.817103355466509
-512 0.288365639637843 2 51 "GO:0048771" "tissue remodeling" 0.612743457916714
-883 0.565397082251432 5 5 "GO:0048790;GO:1990709" "maintenance of presynaptic active zone structure" 0.819028933763086
-1635 0.0334385065094187 3 20 "GO:0048791" "calcium ion-regulated exocytosis of neurotransmitter" 0.197571872444206
-1217 0.185186886357245 4 14 "GO:0048793" "pronephros development" 0.495194135844925
-1068 0.446664497386093 2 6 "GO:0048803;GO:0048805;GO:0048808;GO:0035126" "male genitalia morphogenesis" 0.741437972537472
-831 0.279756921268249 2 20 "GO:0048806" "genitalia development" 0.603585138352729
-530 0.0308656446106588 5 199 "GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0032989" "cell part morphogenesis" 0.190640746124657
-971 0.0382116284198336 7 54 "GO:0048813" "dendrite morphogenesis" 0.211664647460391
-702 0.100542164163517 6 65 "GO:0048814" "regulation of dendrite morphogenesis" 0.364031973695493
-1189 0.274007792730779 3 10 "GO:0048820" "hair follicle maturation" 0.596629871268632
1133 0.383223236073947 2 7 "GO:0048821" "erythrocyte development" 0.70039724222395
-141 0.866039889205837 2 17 "GO:0048839" "inner ear development" 0.957707351012557
-856 0.304445451026121 2 17 "GO:0048841" "regulation of axon extension involved in axon guidance" 0.62871711367938
-993 0.444604257413531 2 7 "GO:0048842" "positive regulation of axon extension involved in axon guidance" 0.740484707888239
-1714 0.221756210905612 4 6 "GO:0048843" "negative regulation of axon extension involved in axon guidance" 0.541218025066641
-86 0.890730922035718 4 30 "GO:0048844" "artery morphogenesis" 0.967246118873629
-1295 0.399396101017026 4 5 "GO:0048845" "venous blood vessel morphogenesis" 0.709987425622817
-2422 0.0345119415471588 5 9 "GO:0048846;GO:1902284" "axon extension involved in axon guidance" 0.19959476598571
2269 0.0806612453429436 2 7 "GO:0048853" "forebrain morphogenesis" 0.323260716069049
-1001 0.192832944523712 2 20 "GO:0048854" "brain morphogenesis" 0.505624674181209
8 0.993068826428509 2 15 "GO:0048857" "neural nucleus development" 0.998406366419597
-706 0.515769106889473 3 10 "GO:0048859" "formation of anatomical boundary" 0.786639454503796
-799 0.0853298201212194 3 55 "GO:0048863" "stem cell differentiation" 0.331565296112468
-521 0.47706638784218 4 22 "GO:0048864" "stem cell development" 0.764892664592569
-862 0.0828109102706335 2 48 "GO:0048871" "multicellular organismal homeostasis" 0.328965166393985
253 0.528469629959448 2 74 "GO:0048872" "homeostasis of number of cells" 0.792956177058873
-144 0.837936877002599 2 24 "GO:0048873" "homeostasis of number of cells within a tissue" 0.948511860643219
-772 1.39791664118525e-07 2 577 "GO:0048878" "chemical homeostasis" 2.00156246351524e-05
-596 0.565433308346071 3 11 "GO:0050427;GO:0034035" "purine ribonucleoside bisphosphate metabolic process" 0.819028933763086
-1118 0.0481572290603267 3 37 "GO:0050433;GO:0014059" "regulation of catecholamine secretion" 0.242604196095592
1250 0.173736259031322 2 14 "GO:0050435" "amyloid-beta metabolic process" 0.480622847730092
-2011 0.15165521987548 2 6 "GO:0050650;GO:0050654" "chondroitin sulfate proteoglycan biosynthetic process" 0.4515254656028
832 0.00249018834976449 4 158 "GO:0050658;GO:0050657;GO:0051236;GO:0015931" "nucleobase-containing compound transport" 0.0408840282866339
-757 0.427013357159317 2 13 "GO:0050667" "homocysteine metabolic process" 0.72760119458268
-353 0.412819705363712 3 64 "GO:0050670;GO:0032944;GO:0070663" "regulation of leukocyte proliferation" 0.716986848195576
-560 0.342281114264605 4 34 "GO:0050671;GO:0032946;GO:0070665" "positive regulation of lymphocyte proliferation" 0.662274606467156
-627 0.37163833405199 4 24 "GO:0050672;GO:0032945;GO:0070664" "negative regulation of leukocyte proliferation" 0.69012897059759
-399 0.442007102855547 3 44 "GO:0050673" "epithelial cell proliferation" 0.738173667820091
155 0.584690524406492 2 148 "GO:0050678" "regulation of epithelial cell proliferation" 0.832667556858634
-409 0.291386035698492 6 79 "GO:0050679" "positive regulation of epithelial cell proliferation" 0.614094120729427
559 0.187113193092846 6 66 "GO:0050680" "negative regulation of epithelial cell proliferation" 0.497249627313666
652 0.08465489461629 3 83 "GO:0050684" "regulation of mRNA processing" 0.330300889398819
32 0.967237881499954 6 19 "GO:0050685" "positive regulation of mRNA processing" 0.992227310049345
