"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
19 0.990427912389649 6 5 "GO:0035493" "SNARE complex assembly" 0.997554214389718
3866 0.0117469536107172 7 5 "GO:0035494" "SNARE complex disassembly" 0.182961779667021
-315 0.807892243584992 2 7 "GO:0035510" "DNA dealkylation" 0.95127134618269
256 0.773097412036701 2 15 "GO:0035518" "histone H2A monoubiquitination" 0.936313468280165
57 0.958257994955316 2 10 "GO:0035520" "monoubiquitinated protein deubiquitination" 0.988798415663344
601 0.620628010478033 6 8 "GO:0035542" "regulation of SNARE complex assembly" 0.877567635515902
-581 2.90957075630658e-07 2 1001 "GO:0035556" "intracellular signal transduction" 9.82395783218657e-05
707 0.409929866784422 2 16 "GO:0035561" "regulation of chromatin binding" 0.764997426091576
1719 0.156532200492613 2 8 "GO:0035562" "negative regulation of chromatin binding" 0.543784489590835
-306 0.801167463087657 2 8 "GO:0035563" "positive regulation of chromatin binding" 0.94864867628311
526 0.59523911267547 3 12 "GO:0035583;GO:0035581;GO:0071694;GO:1900116;GO:1900115" "extracellular negative regulation of signal transduction" 0.86708637461231
-21 0.984073341993739 2 11 "GO:0035584" "calcium-mediated signaling using intracellular calcium source" 0.995232068379205
-1009 0.436672224475483 7 7 "GO:0035585" "calcium-mediated signaling using extracellular calcium source" 0.781282969377596
843 0.1523050912925 5 34 "GO:0035601;GO:0098732" "macromolecule deacylation" 0.537273258611677
863 0.537968848405446 2 6 "GO:0035608" "protein deglutamylation" 0.839779076711731
-1057 0.355631268935803 3 9 "GO:0035627;GO:0120009" "ceramide transport" 0.732297631524272
-464 0.566461633525669 2 18 "GO:0035640" "exploration behavior" 0.855377887414185
370 0.69759945731539 2 13 "GO:0035641" "locomotory exploration behavior" 0.911429694507974
-768 0.438130031300405 2 12 "GO:0035646;GO:0043485" "endosome to pigment granule transport" 0.78211505209857
-321 0.791380399016882 6 8 "GO:0035655;GO:0002540;GO:0002538" "leukotriene production involved in inflammatory response" 0.943469141526558
-1270 0.0546856934998651 3 27 "GO:0035690" "cellular response to drug" 0.358032234312829
818 0.528249266021473 3 7 "GO:0035694" "mitochondrial protein catabolic process" 0.836002453157429
-981 0.449582329280089 2 7 "GO:0035720" "intraciliary anterograde transport" 0.791794214048801
-358 0.632472234024353 2 21 "GO:0035721" "intraciliary retrograde transport" 0.8846316799736
-1872 0.00332872620516256 4 29 "GO:0035725" "sodium ion transmembrane transport" 0.0953629622533541
481 0.613403718681475 3 13 "GO:0035726" "common myeloid progenitor cell proliferation" 0.874414770267591
-1765 0.122837832154783 5 9 "GO:0035729;GO:0035728" "cellular response to hepatocyte growth factor stimulus" 0.498429447055348
282 0.663754520652191 2 28 "GO:0035735" "intraciliary transport involved in cilium assembly" 0.895891700213325
-1674 0.0510623655125347 2 16 "GO:0035751" "regulation of lysosomal lumen pH" 0.344696376318199
-2178 0.00364240653868906 2 21 "GO:0035774" "positive regulation of insulin secretion involved in cellular response to glucose stimulus" 0.102486045883233
27 0.983292030857061 4 7 "GO:0035794;GO:1905710" "positive regulation of membrane permeability" 0.994654703586845
761 0.390575047898863 4 15 "GO:0035809" "regulation of urine volume" 0.750742835446382
1873 0.0586913443211211 2 12 "GO:0035810;GO:0035815" "positive regulation of renal sodium excretion" 0.369419420247589
878 0.356266077348164 3 13 "GO:0035845" "photoreceptor cell outer segment organization" 0.73252272623957
-97 0.940517721193025 3 7 "GO:0035864" "response to potassium ion" 0.986470854658056
-605 0.558917094628572 2 11 "GO:0035871" "protein K11-linked deubiquitination" 0.852107876854865
-817 0.559712479130758 2 6 "GO:0035902" "response to immobilization stress" 0.852107876854865
381 0.603064499170786 2 22 "GO:0035904;GO:0060840" "artery development" 0.868822514050222
-608 0.575313940044426 6 10 "GO:0035909" "aorta morphogenesis" 0.860069708041741
1527 0.108641540627209 2 13 "GO:0035914" "skeletal muscle cell differentiation" 0.475111841012138
1542 0.315075797774707 5 5 "GO:0035924" "cellular response to vascular endothelial growth factor stimulus" 0.704468246729995
2553 0.0136088015128915 3 11 "GO:0035967" "cellular response to topologically incorrect protein" 0.193179593848163
-2384 0.0659924031595366 7 7 "GO:0035970" "peptidyl-threonine dephosphorylation" 0.385118629302629
1974 0.127973280808881 4 7 "GO:0035973" "aggrephagy" 0.50474725257554
-1263 0.0606936692037526 2 26 "GO:0035987" "endodermal cell differentiation" 0.371216043133057
-1268 0.166766382813267 2 14 "GO:0035988" "chondrocyte proliferation" 0.556313446357784
-484 0.499342847683982 2 23 "GO:0035994" "response to muscle stretch" 0.821959062599745
-1052 0.251319536454188 5 14 "GO:0035995;GO:0048769;GO:0030240" "skeletal muscle thin filament assembly" 0.640894202848012
311 0.72536823067321 4 15 "GO:0035999" "tetrahydrofolate interconversion" 0.921972472813193
-187 0.827577107729659 8 16 "GO:0036003" "positive regulation of transcription from RNA polymerase II promoter in response to stress" 0.959128261237159
250 0.827011746137606 3 9 "GO:0036010" "protein localization to endosome" 0.959128261237159
1256 0.187089809643713 2 13 "GO:0036065" "fucosylation" 0.577267317353676
829 0.468560603980271 7 9 "GO:0036066" "protein O-linked fucosylation" 0.803659642603317
-1498 0.167397038682567 6 10 "GO:0036092" "phosphatidylinositol-3-phosphate biosynthetic process" 0.556313446357784
-1160 0.262298901673282 2 11 "GO:0036120;GO:0036119" "response to platelet-derived growth factor" 0.648815755211724
-181 0.796161077060381 2 24 "GO:0036158" "outer dynein arm assembly" 0.946484580679353
2203 0.00815454081978058 2 17 "GO:0036159" "inner dynein arm assembly" 0.153571770737461
-140 0.897372128092372 3 10 "GO:0036258;GO:0036257" "multivesicular body organization" 0.979625757988429
3216 0.0360843913662198 7 5 "GO:0036265" "RNA (guanine-N7)-methylation" 0.303608043710368
2884 0.0601399462146914 8 5 "GO:0036289" "peptidyl-serine autophosphorylation" 0.371216043133057
1397 0.28134912036455 2 7 "GO:0036295" "cellular response to increased oxygen levels" 0.669439240601237
158 0.858264203195545 2 15 "GO:0036296" "response to increased oxygen levels" 0.967155272286098
352 0.608733682769458 4 25 "GO:0036297" "interstrand cross-link repair" 0.872493668420627
353 0.818168433500551 2 5 "GO:0036302" "atrioventricular canal development" 0.955126581572827
-1988 0.155767376855494 2 6 "GO:0036335" "intestinal stem cell homeostasis" 0.542267693613886
-1398 0.249298387182072 4 8 "GO:0036336" "dendritic cell migration" 0.638242584653278
271 0.776131671226634 2 13 "GO:0036342" "post-anal tail morphogenesis" 0.938065561208974
451 0.662958797366086 10 11 "GO:0036353" "histone H2A-K119 monoubiquitination" 0.895848261428267
-3122 0.0418825222538034 2 5 "GO:0036376" "sodium ion export across plasma membrane" 0.319836320991484
1420 0.273547806508739 2 7 "GO:0036444" "calcium import into the mitochondrion" 0.660398611525439
-1713 0.186651490492502 2 7 "GO:0036462" "TRAIL-activated apoptotic signaling pathway" 0.576291048698927
-1336 0.242877584286944 2 9 "GO:0036465" "synaptic vesicle recycling" 0.631508438352247
1970 0.128720479966827 2 7 "GO:0036491;GO:0036490" "regulation of translation in response to endoplasmic reticulum stress" 0.505349082412531
903 0.292865988238938 2 16 "GO:0036498" "IRE1-mediated unfolded protein response" 0.683047389927461
43 0.977632841176639 2 5 "GO:0038063;GO:0038065" "collagen-activated tyrosine kinase receptor signaling pathway" 0.99277491392186
405 0.670859998675273 2 13 "GO:0038083" "peptidyl-tyrosine autophosphorylation" 0.898051769802587
-428 0.524713857841918 4 26 "GO:0038093" "Fc receptor signaling pathway" 0.834325613378188
651 0.462905659119601 2 15 "GO:0038095" "Fc-epsilon receptor signaling pathway" 0.800056691282762
-1243 0.160597541798012 7 15 "GO:0038096;GO:0002431;GO:0002433;GO:0038094" "Fc-gamma receptor signaling pathway involved in phagocytosis" 0.547913260692896
-567 0.350821984892476 2 32 "GO:0038127" "ERBB signaling pathway" 0.731022807304721
509 0.656569785325679 3 9 "GO:0038128" "ERBB2 signaling pathway" 0.893723654286635
-740 0.629455847896781 6 5 "GO:0038166;GO:2001150;GO:2000880;GO:2001148;GO:0090089;GO:2000878;GO:0090088" "positive regulation of dipeptide transport" 0.882395549527901
-2326 0.0967857692669371 5 6 "GO:0038179" "neurotrophin signaling pathway" 0.454915148913147
-1701 0.1169830473052 2 10 "GO:0038202" "TORC1 signaling" 0.486042773922397
1899 0.0969112661213326 4 9 "GO:0039528" "cytoplasmic pattern recognition receptor signaling pathway in response to virus" 0.454915148913147
3364 0.0163188693087597 7 6 "GO:0039530" "MDA-5 signaling pathway" 0.209617650061161
-678 0.365404051330757 4 21 "GO:0039531;GO:0039535" "regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway" 0.736495333198847
893 0.491039341729999 3 7 "GO:0039532" "negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway" 0.81772223573589
357 0.815939839839793 6 5 "GO:0039536" "negative regulation of RIG-I signaling pathway" 0.955126581572827
-2856 0.0414649074879876 2 6 "GO:0039694" "viral RNA genome replication" 0.317159575559413
33 0.95927915945896 2 29 "GO:0040001;GO:0000132;GO:0051294" "establishment of mitotic spindle localization" 0.988857002579276
-41 0.817613882381238 3 390 "GO:0040008" "regulation of growth" 0.955126581572827
120 0.907657963821012 4 11 "GO:0040009" "regulation of growth rate" 0.980942068770205
687 0.175486060968187 2 46 "GO:0040014" "regulation of multicellular organism growth" 0.565847222015393
-39 0.96766984944026 3 13 "GO:0040015" "negative regulation of multicellular organism growth" 0.990295600412234
466 0.68376996296079 3 9 "GO:0040016" "embryonic cleavage" 0.904734319343547
1012 0.140651930646599 3 25 "GO:0040018" "positive regulation of multicellular organism growth" 0.518208633021414
-1976 0.0840637044259254 2 9 "GO:0040019" "positive regulation of embryonic development" 0.425904749004662
1655 0.12717861580885 2 10 "GO:0040020" "regulation of meiotic nuclear division" 0.503974449526455
76 0.86023884958627 2 63 "GO:0040029" "regulation of gene expression, epigenetic" 0.967155272286098
-395 0.777972816697659 2 6 "GO:0040031" "snRNA modification" 0.939570134013754
-846 0.581217819964322 2 5 "GO:0040034" "regulation of development, heterochronic" 0.862466051650267
951 0.253534973130004 2 17 "GO:0040036" "regulation of fibroblast growth factor receptor signaling pathway" 0.642480799421682
1662 0.0934007633758635 2 12 "GO:0040037" "negative regulation of fibroblast growth factor receptor signaling pathway" 0.449140802113639
-533 0.575320587439811 3 13 "GO:0040040;GO:0043052" "thermosensory behavior" 0.860069708041741
1630 0.0574841252361378 2 16 "GO:0042026" "protein refolding" 0.364950225930312
-586 0.537858918634466 5 13 "GO:0042045;GO:0042044" "fluid transport" 0.839779076711731
-1447 0.0480553801266101 2 22 "GO:0042048" "olfactory behavior" 0.339041465460427
-1104 0.212839249105397 4 15 "GO:0042051" "compound eye photoreceptor development" 0.605349657353316
-1025 0.0560837666660983 3 41 "GO:0042058;GO:1901184" "regulation of ERBB signaling pathway" 0.361675259250541
-1282 0.0948436640107181 2 20 "GO:0042059;GO:1901185" "negative regulation of ERBB signaling pathway" 0.452741287549875
-867 0.0664135533009349 3 53 "GO:0042060" "wound healing" 0.386621756716157
-300 0.84522540751928 5 5 "GO:0042063" "gliogenesis" 0.964678466526855
494 0.747478299482501 2 5 "GO:0042069" "regulation of catecholamine metabolic process" 0.930068418440058
-153 0.721219863960328 4 64 "GO:0042073;GO:0098840;GO:0099118" "microtubule-based protein transport" 0.920152283610352
-1117 0.240613255210468 2 13 "GO:0042074" "cell migration involved in gastrulation" 0.629359673428944
1457 0.342316469076991 2 5 "GO:0042078" "germ-line stem cell division" 0.72358270585677
-594 0.698824957667842 5 5 "GO:0042088" "T-helper 1 type immune response" 0.911658978479893
-1763 0.146274988790218 10 8 "GO:0042093;GO:0002294;GO:0002293;GO:0002287;GO:0002292" "T cell differentiation involved in immune response" 0.527415615569306
666 0.351905697887262 5 23 "GO:0042098" "T cell proliferation" 0.731022807304721
-1425 0.150360113613367 4 12 "GO:0042100" "B cell proliferation" 0.534802300263646
-1138 0.128748999129039 2 21 "GO:0042102" "positive regulation of T cell proliferation" 0.505349082412531
-1108 0.392989954709396 3 7 "GO:0042104" "positive regulation of activated T cell proliferation" 0.752633707100206
254 0.542954955660789 2 68 "GO:0042110" "T cell activation" 0.842596216483437
413 0.344764891360879 3 62 "GO:0042113" "B cell activation" 0.725602689876614
-3982 5.83652442573595e-05 3 12 "GO:0042116" "macrophage activation" 0.00613094465787863
-1766 0.103647965998653 4 10 "GO:0042117" "monocyte activation" 0.4659115988774
386 0.735867798966566 2 9 "GO:0042118" "endothelial cell activation" 0.924645162603146
-166 0.199630367718832 2 752 "GO:0042127" "regulation of cell population proliferation" 0.589404021033546
-449 0.38594232119067 7 44 "GO:0042129" "regulation of T cell proliferation" 0.74891188516761
285 0.732427887179555 4 17 "GO:0042130" "negative regulation of T cell proliferation" 0.923661779159242
-1088 0.0575180703021118 2 36 "GO:0042133" "neurotransmitter metabolic process" 0.364950225930312
438 0.632750512016238 2 14 "GO:0042135" "neurotransmitter catabolic process" 0.8846316799736
-2057 0.00496053463202346 2 22 "GO:0042136" "neurotransmitter biosynthetic process" 0.117312435183663
107 0.805108491200394 2 63 "GO:0042147" "retrograde transport, endosome to Golgi" 0.949556093520631
319 0.572705606698315 5 37 "GO:0042149" "cellular response to glucose starvation" 0.858604314260366
-498 0.586891653188293 3 14 "GO:0042159;GO:0042157" "lipoprotein metabolic process" 0.863441283728933
803 0.192785916682492 5 31 "GO:0042168;GO:0006778;GO:0006779;GO:0033014" "porphyrin-containing compound metabolic process" 0.585372973705802
-65 0.775144081154414 2 230 "GO:0042176" "regulation of protein catabolic process" 0.937111527267753
-488 0.271705462159929 3 60 "GO:0042177" "negative regulation of protein catabolic process" 0.658979845885061
812 0.10546802673252 3 47 "GO:0042180" "cellular ketone metabolic process" 0.469000340888638
1226 0.101688599664928 2 21 "GO:0042181" "ketone biosynthetic process" 0.462639086252276
513 0.429100793887995 5 28 "GO:0042219" "cellular modified amino acid catabolic process" 0.77716042632789
75 0.937387411783416 3 13 "GO:0042220" "response to cocaine" 0.986136112493987
-336 0.611538891641897 2 27 "GO:0042246" "tissue regeneration" 0.872941796084261
406 0.517145885501855 2 30 "GO:0042254" "ribosome biogenesis" 0.830038148267972
1676 0.167072332669032 3 8 "GO:0042255" "ribosome assembly" 0.556313446357784
592 0.408218196855894 4 23 "GO:0042273" "ribosomal large subunit biogenesis" 0.763487542053936
841 0.54823213784618 5 6 "GO:0042274" "ribosomal small subunit biogenesis" 0.846541027242526
-627 0.583830989782669 3 9 "GO:0042276" "error-prone translesion synthesis" 0.863290114252534
3188 0.0377593169526814 3 5 "GO:0042297;GO:0031223;GO:0098596;GO:0098598" "vocal learning" 0.310803718184454
-619 0.633259691016325 2 7 "GO:0042303" "molting cycle" 0.8846316799736
-1095 0.20196476761345 3 16 "GO:0042304" "regulation of fatty acid biosynthetic process" 0.592973575471291
644 0.281541191096945 2 33 "GO:0042306;GO:1904589" "regulation of protein import" 0.669439240601237
507 0.469855548245002 2 24 "GO:0042307;GO:1904591" "positive regulation of protein import" 0.804406409256406
-774 0.580813064753013 5 6 "GO:0042308;GO:1904590" "negative regulation of protein import" 0.862466051650267
-209 0.779890250813321 3 21 "GO:0042310" "vasoconstriction" 0.940435740048172
-2 0.997535113232197 3 27 "GO:0042311" "vasodilation" 0.9995159423856
-334 0.758154475566015 3 10 "GO:0042331;GO:0009453" "phototaxis" 0.932372856439758
-2328 0.129139145964786 2 5 "GO:0042335" "cuticle development" 0.505349082412531
3543 0.0114282877833698 2 6 "GO:0042339" "keratan sulfate metabolic process" 0.180673967732405
346 0.805213972123894 5 6 "GO:0042350;GO:0046368" "GDP-L-fucose biosynthetic process" 0.949556093520631
816 0.501194052908 2 8 "GO:0042359" "vitamin D metabolic process" 0.822905275476247
185 0.819383058031401 5 18 "GO:0042364;GO:0009110" "vitamin biosynthetic process" 0.955292336871768
-1052 4.49464413548808e-07 3 277 "GO:0042391" "regulation of membrane potential" 0.000132788642677826
836 0.106720443804649 5 44 "GO:0042398" "cellular modified amino acid biosynthetic process" 0.471906022324206
-1182 0.0852788978365217 3 25 "GO:0042401;GO:0009309" "cellular biogenic amine biosynthetic process" 0.427479692548503
-289 0.650964151999966 5 29 "GO:0042402;GO:0009310" "amine catabolic process" 0.893239031524329
-1140 0.184018084374949 2 16 "GO:0042403" "thyroid hormone metabolic process" 0.574200052621248
1620 0.0887599757709108 3 13 "GO:0042407;GO:0007007" "inner mitochondrial membrane organization" 0.436177719238858
-1279 0.0351252919740631 2 32 "GO:0042417;GO:0006584;GO:0009712" "catecholamine metabolic process" 0.299706236753423
-1569 0.0871315377671972 8 14 "GO:0042420;GO:0042424;GO:0019614;GO:0019336;GO:0006589;GO:0046333" "phenol-containing compound catabolic process" 0.433092301814449
-2407 0.00384551415178374 4 17 "GO:0042421;GO:0042415;GO:0042423;GO:0009713" "catechol-containing compound biosynthetic process" 0.105118906673086
-1293 0.355806787173232 2 6 "GO:0042428;GO:1901160" "primary amino compound metabolic process" 0.732297631524272
942 0.437610990563563 2 8 "GO:0042438" "melanin biosynthetic process" 0.78211505209857
-2440 0.00446426250309868 5 16 "GO:0042439" "ethanolamine-containing compound metabolic process" 0.113417369006333
810 0.077890044477059 2 56 "GO:0042440" "pigment metabolic process" 0.413891932707905
-310 0.358143059839202 3 104 "GO:0042445" "hormone metabolic process" 0.734583103363665
-1108 0.113937973756674 4 24 "GO:0042446" "hormone biosynthetic process" 0.480031575931622
-1243 0.305739055508495 6 8 "GO:0042448" "progesterone metabolic process" 0.696609376181217
-36 0.949268316080546 3 36 "GO:0042462;GO:0042461" "photoreceptor cell development" 0.987861255501341
-660 0.256041948880279 2 35 "GO:0042472" "inner ear morphogenesis" 0.644811024164666
1975 0.103613927655341 4 8 "GO:0042473" "outer ear morphogenesis" 0.4659115988774
517 0.651448646088772 3 9 "GO:0042474" "middle ear morphogenesis" 0.893239031524329
-529 0.229777170625256 2 61 "GO:0042475;GO:0042476" "odontogenesis" 0.622026204489848
2168 0.121703016576653 2 6 "GO:0042487;GO:0042481" "regulation of odontogenesis" 0.497001399546803
-1985 0.156566678725011 2 6 "GO:0042491" "inner ear auditory receptor cell differentiation" 0.543784489590835
-740 0.00254360449042628 2 199 "GO:0042493" "response to drug" 0.0836168255845462
-1710 0.00556304295849372 2 31 "GO:0042509;GO:0042531" "regulation of tyrosine phosphorylation of STAT protein" 0.124636223775399
-1293 0.0708990699407653 6 23 "GO:0042532" "negative regulation of tyrosine phosphorylation of STAT protein" 0.399771165300527
1628 0.0505145085507555 3 17 "GO:0042537" "benzene-containing compound metabolic process" 0.344696376318199
2740 0.0504938536295282 2 6 "GO:0042538" "hyperosmotic salinity response" 0.344696376318199
-1200 0.00562368768913542 2 63 "GO:0042542" "response to hydrogen peroxide" 0.125392319370486
-1093 0.0597460945343841 2 35 "GO:0042551" "neuron maturation" 0.369659409507897
1053 0.0231181496279794 4 55 "GO:0042552;GO:0008366;GO:0007272" "ensheathment of neurons" 0.246787659678454
923 0.0977188230714179 3 38 "GO:0042558;GO:0006760" "pteridine-containing compound metabolic process" 0.456891074835403
767 0.420378605656033 2 13 "GO:0042559" "pteridine-containing compound biosynthetic process" 0.771567659875489
1063 0.352752913785079 2 9 "GO:0042572" "retinol metabolic process" 0.731022807304721
-412 0.788514613225747 5 5 "GO:0042573" "retinoic acid metabolic process" 0.942789380943614
1854 0.0875456908194518 2 10 "GO:0042574" "retinal metabolic process" 0.433782474322378
316 0.82156410386436 2 6 "GO:0042590" "antigen processing and presentation of exogenous peptide antigen via MHC class I" 0.956164710122159
-400 0.000784804963751276 3 898 "GO:0042592" "homeostatic process" 0.0382450831304359
-403 0.226589408899873 5 107 "GO:0042593;GO:0033500" "carbohydrate homeostasis" 0.617246349970248
-2352 3.99727344431718e-05 7 36 "GO:0042632;GO:0055092" "cholesterol homeostasis" 0.00497239778191771
715 0.489322962023919 4 11 "GO:0042634" "regulation of hair cycle" 0.817324961656207
149 0.871150813135605 2 14 "GO:0042659" "regulation of cell fate specification" 0.971897543944302
728 0.603191262229987 4 6 "GO:0042661;GO:1905770" "regulation of mesodermal cell fate specification" 0.868822514050222
640 0.238914881347611 4 40 "GO:0042692" "muscle cell differentiation" 0.628396004775809
-1167 0.368382034041415 2 7 "GO:0042698" "ovulation cycle" 0.736495333198847
-61 0.950686403518793 2 12 "GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 0.987861255501341
-1257 0.300269926945596 2 8 "GO:0042711;GO:0060746" "maternal behavior" 0.690898099642819
1697 0.137870488728683 2 9 "GO:0042730" "fibrinolysis" 0.51504453471727
844 0.0767557897631596 2 52 "GO:0042733" "embryonic digit morphogenesis" 0.411714559846272
257 0.822016784208592 2 9 "GO:0042737;GO:0042738" "drug catabolic process" 0.956355731960132
103 0.779637165493037 2 87 "GO:0042742" "defense response to bacterium" 0.940435740048172
584 0.435579603159986 2 21 "GO:0042744;GO:0042743" "hydrogen peroxide metabolic process" 0.780997338562765
-157 0.854666536014149 4 16 "GO:0042749;GO:0045187" "regulation of circadian sleep/wake cycle" 0.966037823560346
-597 0.164920482978818 2 64 "GO:0042752" "regulation of circadian rhythm" 0.553230663732958
159 0.857850199916413 2 15 "GO:0042753" "positive regulation of circadian rhythm" 0.967155272286098
-283 0.76666393726715 2 13 "GO:0042754" "negative regulation of circadian rhythm" 0.934876957414442
355 0.679251023079625 3 16 "GO:0042755" "eating behavior" 0.903184131110376
53 0.96332464986141 2 9 "GO:0042759" "long-chain fatty acid biosynthetic process" 0.989401836076685
-1397 0.362433473265319 2 5 "GO:0042760" "very long-chain fatty acid catabolic process" 0.734596795283268
328 0.814718585090272 2 6 "GO:0042766" "nucleosome mobilization" 0.954695978437058
1829 0.0280201607569875 4 17 "GO:0042769" "DNA damage response, detection of DNA damage" 0.264351900079649
290 0.489736227748702 5 67 "GO:0042770" "signal transduction in response to DNA damage" 0.817437552460492
-595 0.488060657907456 2 16 "GO:0042771" "intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator" 0.816740009767799
174 0.849408750010574 4 14 "GO:0042773" "ATP synthesis coupled electron transport" 0.96518152915865
1394 0.222970588561319 2 9 "GO:0042775" "mitochondrial ATP synthesis coupled electron transport" 0.612780216354276
3078 0.0448426790205025 2 5 "GO:0042780" "tRNA 3'-end processing" 0.326998658730471
478 0.712525348504606 2 7 "GO:0042789;GO:0009299" "mRNA transcription" 0.919336861772458
-1077 0.482621568492426 2 5 "GO:0042791" "5S class rRNA transcription by RNA polymerase III" 0.814993417579866
1163 0.204941099284578 8 14 "GO:0042795;GO:0009301" "snRNA transcription" 0.597727005840668
1397 0.362502202840414 4 5 "GO:0042832;GO:0001562" "defense response to protozoan" 0.734596795283268
600 0.580482616778526 3 10 "GO:0042853;GO:0006524;GO:0042851;GO:0006522;GO:0009080;GO:0009078" "alanine catabolic process" 0.862466051650267
1210 0.387860293819857 4 6 "GO:0042953;GO:0044872" "lipoprotein transport" 0.750362104471743
-83 0.507219636536026 6 807 "GO:0042981;GO:0043067;GO:0010941" "regulation of cell death" 0.825629208645246
-4 0.997144779477158 5 12 "GO:0042987;GO:0042982" "amyloid precursor protein metabolic process" 0.9995159423856
-509 0.639049221365847 5 10 "GO:0042994" "cytoplasmic sequestering of transcription factor" 0.888523005136028
-1718 0.0710301275743111 6 13 "GO:0042997;GO:0042996" "regulation of Golgi to plasma membrane protein transport" 0.399771165300527
-3899 0.00130960564665817 4 8 "GO:0042998" "positive regulation of Golgi to plasma membrane protein transport" 0.0547832379801165
339 0.453398931507637 4 58 "GO:0043001;GO:0061951" "establishment of protein localization to plasma membrane" 0.792609744540163
444 0.385707553686931 4 45 "GO:0043010" "camera-type eye development" 0.748763698676847
-509 0.553396535716873 5 16 "GO:0043029" "T cell homeostasis" 0.849724004707322
-746 0.356644348260283 5 18 "GO:0043030" "regulation of macrophage activation" 0.732981667054938
791 0.57219864441669 4 6 "GO:0043032" "positive regulation of macrophage activation" 0.858583318783487
-201 0.476337325770649 2 149 "GO:0043043;GO:0006412" "peptide biosynthetic process" 0.809235837507196
-83 0.884297262607528 2 36 "GO:0043044" "ATP-dependent chromatin remodeling" 0.976646242634702
869 0.159154534745561 2 31 "GO:0043046" "DNA methylation involved in gamete generation" 0.547913260692896
-81 0.674688179867034 2 327 "GO:0043065;GO:0043068;GO:0010942" "positive regulation of cell death" 0.901172937618387
-60 0.718164826887917 3 446 "GO:0043066;GO:0043069;GO:0060548" "negative regulation of cell death" 0.919336861772458
-90 0.525800457120171 2 620 "GO:0043085" "positive regulation of catalytic activity" 0.834326539377995
-72 0.723921410975403 2 291 "GO:0043086" "negative regulation of catalytic activity" 0.921124228716213
-425 0.112998606542663 3 166 "GO:0043087" "regulation of GTPase activity" 0.480031575931622
544 0.377488863951166 3 31 "GO:0043094" "cellular metabolic compound salvage" 0.742921252127078
491 0.667850524085295 4 9 "GO:0043101" "purine-containing compound salvage" 0.897364817325523
2778 0.0322094472817415 7 7 "GO:0043111" "replication fork arrest" 0.28511995749212
-297 0.588861723724292 4 39 "GO:0043112" "receptor metabolic process" 0.8652487325543
267 0.527867134821266 4 66 "GO:0043113;GO:0051668" "localization within membrane" 0.836002453157429
772 0.314722907292848 2 20 "GO:0043114" "regulation of vascular permeability" 0.704401128207051
209 0.847329257002164 5 10 "GO:0043116" "negative regulation of vascular permeability" 0.964724045262333
1480 0.334943980448906 5 5 "GO:0043117" "positive regulation of vascular permeability" 0.718842793543138
-127 0.678186748401146 2 127 "GO:0043123;GO:0043122" "regulation of I-kappaB kinase/NF-kappaB signaling" 0.902784781664944
-717 0.27784165914938 2 27 "GO:0043124" "negative regulation of I-kappaB kinase/NF-kappaB signaling" 0.664654616801174
-1056 0.233461174493314 4 15 "GO:0043153;GO:0009648;GO:0009649" "entrainment of circadian clock" 0.624069047853667
293 0.657682247880939 5 27 "GO:0043154;GO:2000117" "negative regulation of cysteine-type endopeptidase activity" 0.894201120275669
660 0.00106270402685003 7 297 "GO:0043161;GO:0010498" "proteasomal protein catabolic process" 0.0478419231897152
-11 0.993052582309916 2 7 "GO:0043162" "ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway" 0.997908069000632
-310 0.558460359407505 2 42 "GO:0043171" "peptide catabolic process" 0.852107876854865
232 0.800372550621821 3 14 "GO:0043173" "nucleotide salvage" 0.948210788669009
798 0.569125304961392 2 6 "GO:0043174" "nucleoside salvage" 0.857190737467016
-178 0.660793609674407 2 72 "GO:0043200;GO:0001101" "response to acid chemical" 0.895006129779634
-1380 0.287348206903386 3 7 "GO:0043201" "response to leucine" 0.676778761351423
1777 0.143094691116743 2 8 "GO:0043217" "myelin maintenance" 0.522876740782381
111 0.859121376996986 4 30 "GO:0043243" "positive regulation of protein-containing complex disassembly" 0.967155272286098
84 0.831682107128525 3 76 "GO:0043244" "regulation of protein-containing complex disassembly" 0.960604105618775
770 0.552674672981616 5 7 "GO:0043247" "telomere maintenance in response to DNA damage" 0.84931507775816
1398 0.114661757063942 7 15 "GO:0043248" "proteasome assembly" 0.480501884433736
-2004 0.152498696513918 2 6 "GO:0043249" "erythrocyte maturation" 0.537408435182975
-47 0.964087066461297 2 11 "GO:0043252" "sodium-independent organic anion transport" 0.989401836076685
325 0.169286149865115 2 214 "GO:0043254" "regulation of protein-containing complex assembly" 0.559200300777357
-1244 0.0321856807833213 5 35 "GO:0043255" "regulation of carbohydrate biosynthetic process" 0.28511995749212
-292 0.124958046583629 2 334 "GO:0043270;GO:1903793" "positive regulation of ion transport" 0.501358069643513
-495 0.0390981221223587 2 208 "GO:0043271;GO:0051051" "negative regulation of transport" 0.313535669237739
-1016 0.433235756496005 3 7 "GO:0043276" "anoikis" 0.779929892023024
-472 0.663899938673277 3 10 "GO:0043277" "apoptotic cell clearance" 0.895891700213325
